date,City Hall,Exchange Place,Hamilton Park,Sip Ave_x,Christ Hospital,Baldwin at Montgomery,Warren St,Newport PATH,Newark Ave,Brunswick St,Newport Pkwy,Bayside Park,Grove St PATH,Riverview Park,Essex Light Rail,Paulus Hook,Columbia Park,Heights Elevator,NJCU,MLK Light Rail,5 Corners Library,Dey St,Oakland Ave,Hilltop,Van Vorst Park,McGinley Square,Central Ave,JC Medical Center,North St,Lincoln Park,Liberty Light Rail,West Side Light Rail,Pershing Field,Garfield Ave Station,Union St,Jersey & 6th St,Morris Canal,Jersey & 3rd,Lafayette Park,Monmouth and 6th,Dixon Mills,Marin Light Rail,Manila & 1st,Columbus Drive,Bethune Center,Leonard Gordon Park,Danforth Light Rail,Brunswick & 6th,Astor Place,JCBS Depot,Communipaw & Berry Lane,York St,Harborside,Washington St,Journal Square,Montgomery St,Glenwood Ave,Fairmount Ave,Bergen Ave,Grand St,Jackson Square,Sip Ave_y,Hoboken Ave at Monmouth St,Columbus Dr at Exchange Pl
2016-12-15,13.0,33.0,31.0,39.0,5.0,4.0,8.0,16.0,12.0,13.0,9.0,0.0,79.0,3.0,9.0,10.0,1.0,0.0,0.0,2.0,3.0,5.0,12.0,2.0,13.0,18.0,2.0,4.0,1.0,3.0,6.0,0.0,7.0,2.0,0.0,25.0,18.0,17.0,5.0,17.0,13.0,21.0,6.0,9.0,1.0,1.0,0.0,18.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
2016-12-16,15.0,42.0,34.0,38.0,2.0,6.0,10.0,17.0,10.0,15.0,4.0,0.0,73.0,3.0,10.0,15.0,1.0,4.0,2.0,0.0,2.0,1.0,9.0,3.0,19.0,20.0,5.0,7.0,1.0,2.0,7.0,1.0,3.0,3.0,0.0,17.0,23.0,11.0,2.0,15.0,18.0,14.0,3.0,19.0,0.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
2016-12-17,3.0,4.0,3.0,8.0,1.0,9.0,6.0,3.0,3.0,7.0,3.0,0.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,5.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2016-12-18,12.0,12.0,14.0,9.0,3.0,7.0,6.0,6.0,13.0,6.0,6.0,0.0,28.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,9.0,7.0,8.0,0.0,5.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,7.0,10.0,13.0,1.0,7.0,11.0,5.0,4.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2016-12-19,10.0,46.0,16.0,46.0,4.0,6.0,9.0,14.0,16.0,7.0,10.0,0.0,81.0,4.0,8.0,13.0,1.0,1.0,2.0,1.0,1.0,5.0,10.0,1.0,13.0,7.0,5.0,5.0,2.0,5.0,8.0,1.0,4.0,1.0,0.0,17.0,20.0,10.0,1.0,11.0,13.0,11.0,4.0,10.0,0.0,1.0,1.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
2016-12-20,13.0,42.0,36.0,34.0,4.0,4.0,13.0,18.0,16.0,11.0,9.0,0.0,80.0,3.0,10.0,12.0,2.0,1.0,1.0,4.0,9.0,3.0,14.0,5.0,14.0,11.0,3.0,7.0,2.0,3.0,10.0,0.0,5.0,1.0,0.0,22.0,25.0,12.0,5.0,17.0,12.0,16.0,13.0,12.0,0.0,4.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
2016-12-21,17.0,51.0,38.0,31.0,0.0,4.0,9.0,25.0,18.0,14.0,10.0,0.0,71.0,3.0,9.0,15.0,1.0,2.0,0.0,1.0,1.0,1.0,10.0,3.0,17.0,18.0,6.0,8.0,0.0,7.0,9.0,1.0,4.0,1.0,0.0,20.0,26.0,17.0,4.0,17.0,16.0,17.0,9.0,11.0,0.0,1.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
2016-12-22,15.0,45.0,33.0,40.0,0.0,5.0,18.0,25.0,23.0,18.0,14.0,0.0,76.0,3.0,13.0,17.0,1.0,2.0,2.0,0.0,5.0,2.0,6.0,2.0,14.0,23.0,5.0,12.0,5.0,4.0,8.0,1.0,10.0,3.0,3.0,17.0,22.0,15.0,3.0,20.0,16.0,16.0,7.0,16.0,0.0,3.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2016-12-23,17.0,36.0,33.0,22.0,2.0,5.0,12.0,27.0,20.0,19.0,10.0,1.0,60.0,1.0,16.0,11.0,1.0,2.0,1.0,0.0,2.0,2.0,6.0,2.0,23.0,13.0,3.0,7.0,0.0,3.0,6.0,0.0,7.0,1.0,2.0,18.0,24.0,9.0,4.0,10.0,18.0,11.0,6.0,6.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2016-12-24,6.0,10.0,7.0,12.0,1.0,4.0,5.0,4.0,3.0,6.0,2.0,0.0,22.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,5.0,10.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,6.0,1.0,3.0,7.0,3.0,3.0,8.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2016-12-25,8.0,20.0,2.0,18.0,1.0,4.0,5.0,6.0,2.0,2.0,10.0,0.0,21.0,0.0,7.0,6.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,10.0,0.0,5.0,13.0,0.0,3.0,0.0,1.0,1.0,12.0,6.0,0.0,6.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2016-12-26,5.0,17.0,12.0,16.0,2.0,2.0,12.0,5.0,8.0,7.0,5.0,0.0,25.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,13.0,6.0,1.0,5.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.0,12.0,7.0,1.0,9.0,3.0,5.0,3.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2016-12-27,12.0,44.0,27.0,30.0,7.0,12.0,13.0,26.0,24.0,13.0,7.0,0.0,82.0,4.0,8.0,13.0,2.0,3.0,1.0,2.0,6.0,4.0,10.0,7.0,17.0,17.0,4.0,11.0,1.0,2.0,10.0,0.0,5.0,3.0,2.0,15.0,37.0,11.0,4.0,18.0,17.0,10.0,4.0,14.0,0.0,2.0,3.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2016-12-28,13.0,38.0,20.0,27.0,3.0,7.0,15.0,16.0,15.0,19.0,5.0,0.0,71.0,3.0,12.0,10.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,19.0,11.0,4.0,8.0,1.0,1.0,7.0,2.0,6.0,1.0,0.0,11.0,26.0,13.0,2.0,16.0,15.0,9.0,6.0,11.0,0.0,2.0,1.0,11.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2016-12-29,3.0,26.0,10.0,21.0,2.0,4.0,6.0,11.0,9.0,4.0,5.0,0.0,39.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,6.0,10.0,2.0,9.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,7.0,13.0,6.0,1.0,3.0,9.0,5.0,1.0,7.0,0.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2016-12-30,9.0,23.0,29.0,19.0,2.0,3.0,8.0,8.0,12.0,14.0,5.0,0.0,47.0,3.0,10.0,14.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,17.0,6.0,2.0,7.0,2.0,3.0,7.0,1.0,8.0,2.0,1.0,13.0,20.0,14.0,3.0,9.0,13.0,9.0,2.0,7.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2016-12-31,15.0,9.0,12.0,13.0,1.0,4.0,12.0,9.0,13.0,6.0,7.0,0.0,20.0,1.0,9.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,4.0,20.0,9.0,1.0,6.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,14.0,12.0,16.0,1.0,4.0,4.0,6.0,9.0,8.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2017-01-01,8.0,21.0,10.0,7.0,2.0,4.0,10.0,10.0,9.0,4.0,4.0,0.0,30.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,11.0,4.0,0.0,8.0,0.0,4.0,11.0,1.0,6.0,2.0,2.0,10.0,19.0,14.0,0.0,2.0,8.0,7.0,6.0,9.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2017-01-02,2.0,8.0,6.0,10.0,0.0,5.0,5.0,7.0,5.0,2.0,0.0,0.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,5.0,4.0,0.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,7.0,6.0,0.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2017-01-03,13.0,24.0,24.0,33.0,4.0,6.0,3.0,10.0,10.0,7.0,5.0,0.0,52.0,1.0,6.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,10.0,2.0,10.0,10.0,5.0,6.0,4.0,1.0,5.0,1.0,8.0,3.0,1.0,8.0,16.0,5.0,2.0,9.0,8.0,10.0,5.0,4.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
2017-01-04,19.0,50.0,35.0,49.0,4.0,10.0,13.0,28.0,13.0,15.0,9.0,0.0,105.0,5.0,14.0,14.0,1.0,2.0,2.0,0.0,6.0,4.0,18.0,4.0,15.0,18.0,5.0,1.0,2.0,5.0,13.0,1.0,5.0,1.0,0.0,18.0,24.0,27.0,4.0,14.0,8.0,12.0,10.0,11.0,0.0,1.0,2.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
2017-01-05,17.0,46.0,43.0,39.0,0.0,7.0,9.0,24.0,10.0,14.0,8.0,0.0,94.0,3.0,14.0,12.0,1.0,1.0,0.0,0.0,3.0,2.0,7.0,3.0,12.0,23.0,4.0,7.0,4.0,4.0,8.0,1.0,3.0,2.0,0.0,10.0,24.0,10.0,5.0,14.0,16.0,14.0,3.0,8.0,0.0,2.0,1.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
2017-01-06,15.0,31.0,27.0,32.0,0.0,6.0,5.0,8.0,14.0,14.0,8.0,0.0,55.0,0.0,7.0,10.0,0.0,1.0,1.0,0.0,1.0,3.0,7.0,1.0,12.0,14.0,5.0,7.0,2.0,6.0,10.0,2.0,2.0,1.0,2.0,13.0,23.0,10.0,4.0,8.0,14.0,9.0,10.0,13.0,0.0,0.0,0.0,14.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
2017-01-07,3.0,3.0,3.0,4.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,3.0,1.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2017-01-08,3.0,7.0,7.0,9.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,4.0,7.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2017-01-09,6.0,27.0,23.0,24.0,1.0,0.0,7.0,14.0,13.0,3.0,2.0,0.0,48.0,0.0,5.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,2.0,11.0,12.0,4.0,9.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,8.0,17.0,7.0,2.0,6.0,7.0,7.0,2.0,5.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2017-01-10,16.0,28.0,30.0,30.0,4.0,6.0,8.0,20.0,10.0,8.0,10.0,0.0,46.0,1.0,10.0,6.0,0.0,3.0,1.0,0.0,4.0,2.0,7.0,0.0,10.0,11.0,3.0,9.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,14.0,17.0,6.0,0.0,9.0,15.0,11.0,7.0,12.0,0.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2017-01-11,20.0,39.0,44.0,33.0,1.0,7.0,20.0,22.0,19.0,16.0,14.0,0.0,64.0,3.0,11.0,18.0,2.0,1.0,1.0,1.0,4.0,2.0,15.0,9.0,14.0,16.0,5.0,10.0,1.0,6.0,8.0,1.0,9.0,1.0,2.0,19.0,24.0,10.0,5.0,16.0,7.0,6.0,12.0,10.0,0.0,1.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
2017-01-12,29.0,55.0,47.0,46.0,4.0,6.0,15.0,34.0,14.0,23.0,11.0,0.0,84.0,2.0,13.0,18.0,2.0,3.0,0.0,1.0,5.0,5.0,13.0,8.0,10.0,19.0,2.0,10.0,1.0,5.0,14.0,2.0,3.0,2.0,1.0,13.0,30.0,13.0,2.0,13.0,17.0,17.0,9.0,9.0,0.0,1.0,1.0,18.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
2017-01-13,25.0,47.0,47.0,29.0,4.0,4.0,12.0,24.0,13.0,13.0,8.0,0.0,79.0,2.0,20.0,20.0,1.0,0.0,1.0,0.0,4.0,3.0,8.0,5.0,19.0,18.0,2.0,12.0,1.0,2.0,10.0,0.0,6.0,1.0,1.0,23.0,24.0,14.0,6.0,24.0,17.0,15.0,7.0,9.0,0.0,2.0,1.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
2017-01-14,7.0,15.0,15.0,9.0,0.0,2.0,6.0,10.0,8.0,11.0,6.0,0.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,18.0,7.0,1.0,7.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,10.0,8.0,3.0,3.0,10.0,7.0,0.0,6.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2017-01-15,7.0,11.0,12.0,17.0,2.0,3.0,15.0,7.0,14.0,6.0,5.0,0.0,42.0,0.0,9.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,9.0,4.0,14.0,4.0,3.0,6.0,2.0,7.0,2.0,1.0,3.0,3.0,1.0,9.0,8.0,8.0,2.0,7.0,9.0,5.0,3.0,4.0,0.0,2.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2017-01-16,9.0,42.0,24.0,18.0,3.0,5.0,19.0,18.0,20.0,7.0,13.0,0.0,50.0,3.0,7.0,8.0,1.0,1.0,2.0,0.0,5.0,4.0,8.0,7.0,18.0,7.0,3.0,11.0,3.0,2.0,6.0,0.0,3.0,2.0,4.0,3.0,19.0,20.0,1.0,10.0,11.0,15.0,5.0,9.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2017-01-17,8.0,26.0,27.0,27.0,6.0,2.0,9.0,8.0,10.0,11.0,5.0,0.0,43.0,3.0,14.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,11.0,10.0,6.0,9.0,2.0,5.0,9.0,1.0,3.0,1.0,1.0,17.0,26.0,3.0,4.0,9.0,12.0,6.0,5.0,5.0,0.0,2.0,0.0,14.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2017-01-18,18.0,41.0,34.0,30.0,1.0,7.0,15.0,26.0,19.0,12.0,10.0,0.0,74.0,1.0,14.0,16.0,1.0,4.0,1.0,1.0,6.0,2.0,9.0,4.0,15.0,13.0,2.0,7.0,1.0,3.0,11.0,1.0,1.0,2.0,2.0,8.0,26.0,18.0,5.0,12.0,17.0,15.0,11.0,15.0,0.0,3.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2017-01-19,19.0,59.0,42.0,40.0,2.0,8.0,11.0,25.0,16.0,16.0,15.0,0.0,82.0,3.0,22.0,20.0,1.0,1.0,2.0,2.0,2.0,3.0,10.0,5.0,10.0,13.0,3.0,9.0,3.0,8.0,10.0,1.0,6.0,1.0,1.0,21.0,23.0,12.0,3.0,14.0,5.0,14.0,9.0,7.0,0.0,3.0,1.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2017-01-20,17.0,35.0,44.0,25.0,3.0,6.0,15.0,22.0,9.0,16.0,6.0,0.0,62.0,0.0,13.0,16.0,2.0,4.0,1.0,1.0,0.0,3.0,6.0,3.0,13.0,17.0,4.0,9.0,0.0,5.0,10.0,1.0,1.0,1.0,0.0,24.0,23.0,15.0,4.0,19.0,14.0,15.0,7.0,9.0,0.0,1.0,0.0,17.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
2017-01-21,9.0,15.0,17.0,20.0,3.0,5.0,18.0,13.0,15.0,20.0,8.0,0.0,53.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,4.0,15.0,7.0,4.0,15.0,4.0,3.0,3.0,0.0,8.0,4.0,0.0,10.0,17.0,18.0,0.0,10.0,16.0,5.0,10.0,11.0,0.0,1.0,1.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2017-01-22,14.0,23.0,21.0,15.0,3.0,8.0,17.0,5.0,20.0,8.0,11.0,0.0,36.0,3.0,13.0,6.0,0.0,1.0,1.0,0.0,4.0,1.0,8.0,4.0,19.0,9.0,5.0,10.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,5.0,23.0,10.0,0.0,6.0,7.0,7.0,5.0,8.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2017-01-23,7.0,18.0,29.0,21.0,2.0,4.0,7.0,8.0,6.0,7.0,3.0,0.0,21.0,0.0,7.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,9.0,4.0,9.0,3.0,2.0,7.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,13.0,14.0,7.0,0.0,8.0,6.0,7.0,3.0,1.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2017-01-24,7.0,26.0,20.0,20.0,2.0,3.0,4.0,7.0,5.0,8.0,3.0,0.0,41.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,10.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,8.0,16.0,5.0,0.0,3.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2017-01-25,17.0,59.0,53.0,41.0,6.0,6.0,12.0,26.0,18.0,12.0,13.0,0.0,95.0,2.0,15.0,13.0,2.0,7.0,2.0,1.0,3.0,5.0,9.0,3.0,19.0,24.0,4.0,8.0,1.0,4.0,8.0,1.0,3.0,1.0,2.0,20.0,32.0,15.0,0.0,12.0,13.0,19.0,7.0,6.0,0.0,1.0,1.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2017-01-26,19.0,43.0,37.0,41.0,4.0,9.0,14.0,23.0,9.0,12.0,5.0,0.0,74.0,0.0,14.0,13.0,1.0,3.0,2.0,1.0,2.0,3.0,14.0,4.0,10.0,15.0,3.0,8.0,4.0,6.0,7.0,1.0,8.0,1.0,1.0,22.0,24.0,12.0,0.0,18.0,23.0,14.0,12.0,13.0,0.0,1.0,0.0,16.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2017-01-27,19.0,45.0,41.0,27.0,9.0,13.0,12.0,26.0,19.0,17.0,11.0,0.0,66.0,5.0,15.0,19.0,0.0,1.0,2.0,0.0,2.0,1.0,7.0,3.0,13.0,6.0,7.0,6.0,2.0,3.0,7.0,1.0,8.0,1.0,0.0,19.0,29.0,17.0,0.0,18.0,19.0,19.0,10.0,8.0,0.0,1.0,0.0,16.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2017-01-28,12.0,14.0,16.0,11.0,3.0,10.0,8.0,15.0,16.0,18.0,5.0,0.0,24.0,0.0,11.0,7.0,0.0,2.0,0.0,1.0,4.0,0.0,6.0,7.0,14.0,7.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,11.0,12.0,8.0,4.0,5.0,16.0,15.0,6.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
2017-01-29,19.0,14.0,19.0,18.0,0.0,4.0,17.0,8.0,17.0,9.0,8.0,0.0,36.0,0.0,10.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,17.0,12.0,1.0,3.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,6.0,19.0,13.0,3.0,7.0,11.0,12.0,8.0,11.0,1.0,2.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2017-01-30,25.0,41.0,38.0,28.0,5.0,1.0,13.0,29.0,16.0,14.0,6.0,0.0,64.0,3.0,11.0,19.0,1.0,7.0,4.0,0.0,7.0,5.0,9.0,10.0,15.0,8.0,5.0,9.0,4.0,5.0,9.0,2.0,8.0,1.0,0.0,20.0,22.0,14.0,2.0,11.0,15.0,9.0,13.0,13.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
2017-01-31,18.0,33.0,37.0,27.0,3.0,5.0,6.0,21.0,12.0,16.0,7.0,0.0,65.0,3.0,14.0,15.0,2.0,4.0,4.0,0.0,2.0,4.0,9.0,0.0,14.0,6.0,6.0,5.0,3.0,4.0,7.0,1.0,2.0,1.0,0.0,14.0,26.0,6.0,5.0,7.0,13.0,19.0,11.0,12.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2017-02-01,11.0,40.0,35.0,42.0,4.0,6.0,16.0,23.0,22.0,13.0,9.0,0.0,72.0,1.0,18.0,12.0,1.0,2.0,1.0,1.0,3.0,2.0,9.0,1.0,18.0,15.0,7.0,7.0,4.0,5.0,10.0,2.0,2.0,2.0,0.0,14.0,30.0,8.0,3.0,18.0,20.0,16.0,10.0,8.0,0.0,3.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
2017-02-02,15.0,39.0,40.0,45.0,4.0,5.0,15.0,21.0,12.0,16.0,7.0,0.0,69.0,0.0,13.0,14.0,0.0,1.0,1.0,1.0,1.0,4.0,10.0,3.0,17.0,15.0,4.0,7.0,2.0,4.0,8.0,2.0,5.0,1.0,0.0,16.0,30.0,13.0,3.0,18.0,20.0,20.0,16.0,18.0,0.0,1.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
2017-02-03,7.0,38.0,36.0,35.0,7.0,8.0,11.0,12.0,17.0,19.0,7.0,1.0,84.0,1.0,12.0,15.0,2.0,1.0,3.0,0.0,2.0,3.0,11.0,1.0,16.0,19.0,4.0,5.0,1.0,3.0,8.0,3.0,4.0,2.0,1.0,19.0,25.0,15.0,6.0,15.0,20.0,21.0,9.0,10.0,0.0,2.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
