date,City Hall,Exchange Place,Hamilton Park,Sip Ave_x,Christ Hospital,Baldwin at Montgomery,Warren St,Newport PATH,Newark Ave,Brunswick St,Newport Pkwy,Bayside Park,Grove St PATH,Riverview Park,Essex Light Rail,Paulus Hook,Columbia Park,Heights Elevator,NJCU,MLK Light Rail,5 Corners Library,Dey St,Oakland Ave,Hilltop,Van Vorst Park,McGinley Square,Central Ave,JC Medical Center,North St,Lincoln Park,Liberty Light Rail,West Side Light Rail,Pershing Field,Garfield Ave Station,Union St,Jersey & 6th St,Morris Canal,Jersey & 3rd,Lafayette Park,Monmouth and 6th,Dixon Mills,Marin Light Rail,Manila & 1st,Columbus Drive,Bethune Center,Leonard Gordon Park,Danforth Light Rail,Brunswick & 6th,Astor Place,JCBS Depot,Communipaw & Berry Lane,York St,Harborside,Washington St,Journal Square,Montgomery St,Glenwood Ave,Fairmount Ave,Bergen Ave,Grand St,Jackson Square,Sip Ave_y,Hoboken Ave at Monmouth St,Columbus Dr at Exchange Pl
2018-01-01,5.0,6.0,3.0,6.0,1.0,2.0,2.0,5.0,8.0,2.0,1.0,0.0,13.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2018-01-02,9.0,25.0,26.0,27.0,1.0,4.0,8.0,18.0,13.0,9.0,6.0,0.0,61.0,1.0,9.0,11.0,0.0,1.0,0.0,0.0,2.0,1.0,10.0,1.0,11.0,5.0,0.0,9.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,8.0,17.0,6.0,1.0,9.0,4.0,10.0,7.0,13.0,0.0,5.0,0.0,7.0,3.0,0.0,0.0,4.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2018-01-03,12.0,27.0,31.0,20.0,1.0,7.0,10.0,21.0,13.0,8.0,15.0,0.0,51.0,2.0,8.0,15.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,2.0,18.0,12.0,0.0,6.0,0.0,5.0,3.0,1.0,5.0,0.0,0.0,14.0,27.0,12.0,1.0,15.0,13.0,8.0,10.0,9.0,0.0,3.0,0.0,12.0,5.0,0.0,1.0,3.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2018-01-04,3.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-01-05,2.0,13.0,10.0,7.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,9.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2018-01-06,2.0,4.0,9.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,3.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-01-07,3.0,6.0,6.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,10.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-08,12.0,28.0,17.0,21.0,2.0,1.0,9.0,12.0,10.0,4.0,9.0,0.0,40.0,2.0,13.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,3.0,9.0,10.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,11.0,7.0,8.0,1.0,8.0,4.0,5.0,6.0,7.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,3.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2018-01-09,12.0,17.0,35.0,31.0,5.0,5.0,12.0,20.0,16.0,5.0,11.0,0.0,56.0,1.0,4.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,5.0,8.0,0.0,9.0,0.0,3.0,8.0,0.0,6.0,0.0,0.0,9.0,17.0,11.0,1.0,9.0,5.0,4.0,10.0,9.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0,5.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
2018-01-10,11.0,38.0,34.0,42.0,6.0,6.0,11.0,24.0,5.0,7.0,12.0,0.0,72.0,1.0,12.0,14.0,0.0,4.0,1.0,0.0,1.0,2.0,9.0,0.0,12.0,15.0,0.0,10.0,0.0,1.0,6.0,0.0,4.0,0.0,2.0,14.0,16.0,10.0,1.0,16.0,10.0,9.0,5.0,9.0,0.0,3.0,0.0,12.0,7.0,0.0,1.0,5.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
2018-01-11,15.0,36.0,39.0,41.0,4.0,9.0,15.0,31.0,17.0,11.0,11.0,0.0,86.0,2.0,10.0,11.0,0.0,4.0,0.0,0.0,1.0,4.0,15.0,4.0,14.0,15.0,0.0,8.0,0.0,5.0,9.0,0.0,6.0,1.0,0.0,14.0,21.0,15.0,1.0,14.0,7.0,10.0,10.0,11.0,0.0,4.0,0.0,9.0,7.0,0.0,0.0,4.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2018-01-12,4.0,14.0,29.0,28.0,4.0,5.0,8.0,11.0,11.0,7.0,11.0,0.0,67.0,2.0,4.0,10.0,0.0,2.0,0.0,0.0,2.0,2.0,9.0,3.0,14.0,10.0,0.0,6.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,10.0,17.0,5.0,0.0,9.0,10.0,4.0,4.0,7.0,0.0,3.0,0.0,12.0,4.0,0.0,1.0,2.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
2018-01-13,7.0,19.0,27.0,17.0,3.0,4.0,8.0,7.0,17.0,5.0,4.0,0.0,16.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,12.0,10.0,0.0,5.0,0.0,5.0,4.0,0.0,2.0,1.0,1.0,12.0,12.0,12.0,0.0,5.0,9.0,9.0,9.0,10.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2018-01-14,6.0,9.0,15.0,12.0,1.0,6.0,4.0,5.0,7.0,4.0,7.0,0.0,28.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,9.0,8.0,0.0,1.0,4.0,10.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2018-01-15,11.0,8.0,21.0,26.0,4.0,4.0,6.0,12.0,6.0,3.0,7.0,0.0,41.0,1.0,6.0,7.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,5.0,10.0,4.0,0.0,5.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,4.0,10.0,11.0,0.0,4.0,3.0,10.0,4.0,9.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2018-01-16,17.0,28.0,37.0,27.0,3.0,8.0,11.0,29.0,16.0,10.0,12.0,0.0,63.0,2.0,12.0,18.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,4.0,10.0,12.0,0.0,7.0,0.0,2.0,11.0,0.0,6.0,1.0,2.0,18.0,16.0,17.0,2.0,14.0,6.0,7.0,15.0,11.0,0.0,4.0,0.0,12.0,5.0,0.0,3.0,6.0,14.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
2018-01-17,8.0,37.0,22.0,31.0,3.0,5.0,12.0,13.0,10.0,4.0,10.0,0.0,80.0,1.0,7.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,9.0,0.0,6.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,8.0,12.0,8.0,0.0,10.0,10.0,8.0,4.0,9.0,0.0,0.0,0.0,14.0,4.0,0.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
2018-01-18,13.0,29.0,27.0,38.0,1.0,4.0,7.0,21.0,15.0,7.0,11.0,1.0,72.0,2.0,6.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,3.0,13.0,13.0,0.0,8.0,0.0,3.0,7.0,0.0,3.0,0.0,1.0,14.0,23.0,12.0,0.0,10.0,7.0,10.0,10.0,8.0,0.0,2.0,0.0,12.0,7.0,0.0,2.0,6.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
2018-01-19,8.0,38.0,34.0,40.0,4.0,8.0,11.0,16.0,21.0,10.0,11.0,0.0,83.0,0.0,8.0,17.0,0.0,2.0,0.0,1.0,1.0,0.0,13.0,3.0,15.0,17.0,0.0,6.0,0.0,4.0,10.0,0.0,4.0,0.0,3.0,12.0,22.0,12.0,1.0,20.0,15.0,7.0,5.0,8.0,0.0,4.0,0.0,11.0,7.0,0.0,1.0,4.0,13.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2018-01-20,19.0,14.0,28.0,29.0,3.0,16.0,12.0,14.0,20.0,12.0,8.0,0.0,50.0,3.0,13.0,18.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,6.0,23.0,9.0,0.0,12.0,0.0,4.0,9.0,0.0,3.0,0.0,3.0,14.0,21.0,16.0,0.0,16.0,10.0,13.0,10.0,10.0,0.0,2.0,0.0,15.0,6.0,0.0,1.0,6.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
2018-01-21,10.0,17.0,21.0,21.0,2.0,6.0,14.0,26.0,17.0,9.0,13.0,1.0,44.0,0.0,12.0,13.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,4.0,14.0,5.0,0.0,23.0,0.0,2.0,27.0,0.0,4.0,1.0,1.0,14.0,22.0,13.0,7.0,3.0,6.0,20.0,13.0,7.0,1.0,1.0,0.0,4.0,5.0,0.0,2.0,5.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2018-01-22,15.0,48.0,45.0,47.0,4.0,12.0,17.0,37.0,16.0,9.0,21.0,1.0,90.0,4.0,14.0,15.0,1.0,3.0,2.0,0.0,2.0,1.0,9.0,8.0,16.0,15.0,0.0,7.0,0.0,2.0,13.0,0.0,6.0,2.0,5.0,8.0,29.0,15.0,0.0,9.0,5.0,14.0,8.0,14.0,0.0,5.0,0.0,17.0,8.0,0.0,2.0,5.0,17.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
2018-01-23,12.0,34.0,36.0,35.0,4.0,7.0,12.0,26.0,10.0,9.0,16.0,0.0,78.0,4.0,16.0,11.0,0.0,0.0,1.0,2.0,2.0,1.0,9.0,3.0,16.0,17.0,0.0,4.0,0.0,4.0,5.0,1.0,6.0,2.0,2.0,12.0,21.0,12.0,2.0,9.0,7.0,5.0,8.0,10.0,0.0,2.0,0.0,12.0,5.0,0.0,1.0,6.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
2018-01-24,16.0,40.0,44.0,35.0,2.0,11.0,12.0,35.0,11.0,14.0,21.0,0.0,99.0,2.0,19.0,16.0,0.0,2.0,1.0,0.0,0.0,1.0,10.0,1.0,11.0,8.0,0.0,12.0,0.0,3.0,11.0,0.0,3.0,1.0,1.0,15.0,15.0,11.0,2.0,14.0,7.0,18.0,12.0,11.0,0.0,5.0,0.0,11.0,4.0,0.0,2.0,5.0,21.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
2018-01-25,14.0,46.0,37.0,40.0,1.0,4.0,11.0,27.0,15.0,15.0,14.0,0.0,92.0,1.0,9.0,24.0,0.0,2.0,1.0,1.0,3.0,1.0,9.0,0.0,18.0,17.0,0.0,9.0,0.0,4.0,12.0,1.0,3.0,2.0,3.0,19.0,23.0,11.0,1.0,13.0,6.0,9.0,7.0,13.0,0.0,3.0,0.0,17.0,6.0,1.0,0.0,2.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2018-01-26,10.0,38.0,42.0,31.0,3.0,8.0,12.0,29.0,19.0,18.0,13.0,0.0,89.0,0.0,11.0,19.0,0.0,3.0,2.0,1.0,3.0,3.0,10.0,1.0,22.0,20.0,0.0,3.0,0.0,2.0,9.0,2.0,4.0,2.0,2.0,16.0,24.0,6.0,1.0,12.0,8.0,7.0,7.0,8.0,0.0,4.0,0.0,17.0,5.0,0.0,2.0,7.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
2018-01-27,18.0,23.0,39.0,17.0,5.0,10.0,14.0,20.0,31.0,5.0,23.0,0.0,50.0,1.0,9.0,9.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,3.0,26.0,4.0,0.0,8.0,0.0,7.0,6.0,0.0,3.0,2.0,3.0,13.0,26.0,18.0,0.0,11.0,10.0,18.0,14.0,13.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2018-01-28,9.0,15.0,15.0,9.0,2.0,8.0,11.0,9.0,10.0,4.0,7.0,0.0,26.0,1.0,10.0,8.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,12.0,9.0,0.0,7.0,0.0,3.0,4.0,0.0,3.0,1.0,1.0,7.0,12.0,8.0,0.0,7.0,7.0,12.0,9.0,9.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2018-01-29,20.0,42.0,45.0,46.0,5.0,3.0,20.0,42.0,23.0,12.0,17.0,0.0,103.0,4.0,12.0,18.0,0.0,6.0,3.0,1.0,1.0,0.0,9.0,1.0,18.0,8.0,0.0,7.0,0.0,5.0,8.0,1.0,5.0,1.0,3.0,13.0,36.0,12.0,0.0,17.0,11.0,18.0,8.0,17.0,0.0,3.0,1.0,18.0,9.0,0.0,1.0,9.0,13.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
2018-01-30,18.0,26.0,28.0,36.0,2.0,5.0,9.0,28.0,11.0,5.0,12.0,0.0,71.0,2.0,4.0,12.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,14.0,14.0,0.0,10.0,0.0,3.0,4.0,0.0,2.0,2.0,2.0,16.0,14.0,18.0,1.0,15.0,9.0,11.0,9.0,12.0,0.0,2.0,0.0,10.0,7.0,0.0,2.0,3.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
2018-01-31,14.0,29.0,34.0,30.0,4.0,6.0,9.0,29.0,18.0,11.0,11.0,1.0,69.0,1.0,10.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,13.0,18.0,0.0,7.0,0.0,3.0,6.0,0.0,3.0,2.0,2.0,17.0,21.0,13.0,2.0,16.0,10.0,7.0,9.0,8.0,0.0,3.0,0.0,15.0,7.0,0.0,1.0,6.0,15.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2018-02-01,17.0,43.0,40.0,49.0,1.0,5.0,16.0,42.0,13.0,15.0,12.0,0.0,82.0,1.0,10.0,20.0,0.0,7.0,0.0,1.0,0.0,3.0,6.0,0.0,12.0,9.0,0.0,13.0,0.0,2.0,9.0,1.0,1.0,1.0,2.0,9.0,26.0,16.0,0.0,15.0,14.0,13.0,6.0,13.0,0.0,3.0,1.0,22.0,9.0,0.0,0.0,4.0,14.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
2018-02-02,13.0,35.0,34.0,31.0,3.0,5.0,8.0,24.0,6.0,10.0,10.0,0.0,67.0,1.0,8.0,14.0,0.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,16.0,10.0,0.0,5.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,20.0,18.0,14.0,0.0,17.0,15.0,6.0,6.0,10.0,0.0,3.0,0.0,22.0,5.0,0.0,1.0,8.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
2018-02-03,9.0,6.0,26.0,14.0,1.0,7.0,12.0,8.0,14.0,10.0,10.0,0.0,28.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,8.0,11.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,11.0,13.0,13.0,0.0,8.0,6.0,12.0,10.0,10.0,1.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2018-02-04,11.0,11.0,21.0,6.0,2.0,6.0,12.0,12.0,11.0,5.0,9.0,0.0,33.0,0.0,7.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,9.0,7.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,4.0,14.0,16.0,1.0,4.0,5.0,9.0,6.0,9.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2018-02-05,8.0,42.0,38.0,44.0,2.0,4.0,9.0,27.0,9.0,14.0,10.0,0.0,88.0,3.0,10.0,19.0,1.0,4.0,1.0,0.0,2.0,1.0,11.0,2.0,17.0,15.0,0.0,4.0,0.0,1.0,5.0,0.0,3.0,1.0,2.0,12.0,24.0,10.0,2.0,12.0,12.0,8.0,5.0,13.0,2.0,1.0,0.0,21.0,7.0,0.0,0.0,5.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
2018-02-06,13.0,37.0,45.0,35.0,6.0,6.0,16.0,42.0,20.0,10.0,15.0,0.0,94.0,0.0,14.0,19.0,0.0,3.0,1.0,0.0,3.0,1.0,13.0,4.0,17.0,13.0,0.0,8.0,0.0,2.0,7.0,0.0,6.0,2.0,1.0,21.0,27.0,17.0,1.0,16.0,11.0,7.0,9.0,12.0,0.0,4.0,1.0,9.0,6.0,0.0,0.0,6.0,24.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
2018-02-07,1.0,23.0,18.0,24.0,4.0,9.0,7.0,15.0,5.0,13.0,7.0,0.0,52.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,8.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,9.0,12.0,4.0,0.0,9.0,6.0,6.0,2.0,6.0,0.0,3.0,0.0,11.0,5.0,0.0,0.0,3.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2018-02-08,21.0,45.0,41.0,34.0,1.0,4.0,6.0,32.0,12.0,12.0,9.0,0.0,93.0,2.0,10.0,13.0,0.0,6.0,1.0,0.0,1.0,1.0,15.0,4.0,12.0,17.0,0.0,7.0,0.0,2.0,8.0,0.0,5.0,1.0,1.0,26.0,27.0,8.0,0.0,13.0,12.0,12.0,7.0,6.0,1.0,2.0,0.0,16.0,8.0,0.0,0.0,7.0,14.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
2018-02-09,11.0,38.0,43.0,37.0,5.0,9.0,13.0,26.0,12.0,7.0,13.0,0.0,96.0,1.0,12.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,2.0,13.0,16.0,0.0,5.0,0.0,4.0,9.0,0.0,5.0,2.0,2.0,20.0,25.0,8.0,1.0,15.0,15.0,13.0,5.0,8.0,0.0,3.0,0.0,21.0,10.0,0.0,0.0,3.0,12.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
2018-02-10,8.0,12.0,26.0,15.0,0.0,3.0,7.0,9.0,15.0,2.0,10.0,0.0,25.0,1.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,11.0,14.0,5.0,0.0,7.0,5.0,14.0,8.0,8.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2018-02-11,4.0,8.0,10.0,7.0,1.0,1.0,2.0,6.0,4.0,0.0,3.0,0.0,16.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,10.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,2.0,3.0,10.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2018-02-12,17.0,48.0,45.0,45.0,6.0,5.0,19.0,38.0,12.0,9.0,18.0,0.0,108.0,1.0,15.0,19.0,0.0,4.0,1.0,0.0,3.0,1.0,4.0,3.0,20.0,10.0,0.0,8.0,0.0,3.0,7.0,0.0,7.0,2.0,3.0,18.0,29.0,23.0,1.0,14.0,16.0,10.0,12.0,16.0,0.0,3.0,0.0,18.0,7.0,0.0,1.0,5.0,21.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
2018-02-13,17.0,41.0,32.0,42.0,1.0,9.0,11.0,26.0,19.0,14.0,19.0,0.0,103.0,2.0,4.0,18.0,0.0,4.0,0.0,0.0,3.0,4.0,16.0,7.0,15.0,19.0,0.0,13.0,0.0,2.0,4.0,0.0,5.0,2.0,2.0,16.0,25.0,18.0,1.0,8.0,7.0,8.0,15.0,6.0,1.0,3.0,0.0,19.0,9.0,0.0,2.0,5.0,19.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
2018-02-14,19.0,51.0,47.0,38.0,5.0,9.0,15.0,33.0,22.0,17.0,16.0,1.0,95.0,2.0,14.0,22.0,1.0,6.0,1.0,0.0,1.0,1.0,14.0,6.0,18.0,16.0,0.0,15.0,0.0,4.0,8.0,0.0,6.0,2.0,3.0,23.0,24.0,16.0,2.0,18.0,7.0,10.0,12.0,15.0,0.0,6.0,1.0,18.0,6.0,0.0,1.0,5.0,17.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
2018-02-15,20.0,49.0,33.0,40.0,4.0,7.0,17.0,32.0,15.0,21.0,23.0,1.0,116.0,3.0,14.0,25.0,0.0,5.0,1.0,0.0,5.0,1.0,11.0,6.0,15.0,8.0,0.0,4.0,0.0,5.0,7.0,0.0,5.0,2.0,3.0,22.0,30.0,15.0,2.0,14.0,13.0,12.0,17.0,8.0,0.0,3.0,0.0,17.0,9.0,0.0,1.0,9.0,16.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2018-02-16,6.0,28.0,25.0,41.0,5.0,3.0,4.0,26.0,12.0,13.0,17.0,0.0,75.0,1.0,10.0,22.0,0.0,2.0,0.0,0.0,2.0,2.0,13.0,3.0,14.0,12.0,0.0,8.0,0.0,3.0,6.0,0.0,6.0,1.0,1.0,15.0,22.0,9.0,1.0,14.0,15.0,14.0,12.0,14.0,0.0,4.0,0.0,14.0,8.0,0.0,2.0,1.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2018-02-17,8.0,16.0,23.0,14.0,2.0,8.0,10.0,6.0,23.0,8.0,11.0,0.0,37.0,2.0,10.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,9.0,6.0,0.0,8.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,9.0,9.0,12.0,1.0,10.0,14.0,8.0,1.0,7.0,0.0,0.0,0.0,10.0,7.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2018-02-18,18.0,21.0,18.0,16.0,0.0,1.0,6.0,20.0,12.0,8.0,15.0,0.0,30.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,18.0,10.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,2.0,4.0,18.0,9.0,1.0,6.0,9.0,21.0,11.0,7.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2018-02-19,13.0,21.0,27.0,23.0,2.0,4.0,13.0,11.0,14.0,9.0,14.0,0.0,43.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,2.0,16.0,11.0,0.0,2.0,0.0,3.0,3.0,1.0,8.0,2.0,3.0,9.0,17.0,13.0,0.0,3.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,2.0,13.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
2018-02-20,19.0,52.0,44.0,52.0,4.0,9.0,18.0,36.0,24.0,11.0,12.0,0.0,111.0,4.0,12.0,24.0,0.0,10.0,0.0,0.0,7.0,3.0,16.0,8.0,19.0,19.0,0.0,13.0,0.0,5.0,13.0,1.0,5.0,2.0,1.0,17.0,28.0,19.0,3.0,13.0,10.0,17.0,14.0,16.0,0.0,3.0,0.0,19.0,7.0,0.0,2.0,8.0,25.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
