year,week,station,anzahl
2016,14,Hilltop,15
2016,14,JC Medical Center,51
2016,14,Liberty Light Rail,55
2016,14,Lincoln Park,57
2016,14,MLK Light Rail,4
2016,14,McGinley Square,97
2016,14,NJCU,8
2016,14,Newark Ave,92
2016,14,Newport PATH,184
2016,14,Newport Pkwy,76
2016,14,North St,12
2016,14,Oakland Ave,43
2016,14,Paulus Hook,82
2016,14,Pershing Field,44
2016,14,Riverview Park,15
2016,14,Sip Ave,242
2016,14,Union St,3
2016,14,Van Vorst Park,118
2016,14,Warren St,85
2016,15,5 Corners Library,52
2016,15,Baldwin at Montgomery,67
2016,15,Bayside Park,8
2016,15,Brunswick St,196
2016,15,Central Ave,50
2016,15,Christ Hospital,52
2016,15,City Hall,113
2016,15,Columbia Park,5
2016,15,Dey St,47
2016,15,Essex Light Rail,168
2016,15,Exchange Place,335
2016,15,Garfield Ave Station,7
2016,15,Grove St PATH,432
2016,15,Hamilton Park,296
2016,15,Heights Elevator,33
2016,15,Hilltop,47
2016,15,JC Medical Center,88
2016,15,Liberty Light Rail,156
2016,15,Lincoln Park,72
2016,15,MLK Light Rail,6
2016,15,McGinley Square,125
2016,15,NJCU,8
2016,15,Newark Ave,168
2016,15,Newport PATH,280
2016,15,Newport Pkwy,185
2016,15,North St,25
2016,15,Oakland Ave,59
2016,15,Paulus Hook,159
2016,15,Pershing Field,75
2016,15,Riverview Park,38
2016,15,Sip Ave,297
2016,15,Union St,2
2016,15,Van Vorst Park,158
2016,15,Warren St,147
2016,15,West Side Light Rail,6
2016,16,5 Corners Library,61
2016,16,Baldwin at Montgomery,89
2016,16,Bayside Park,10
2016,16,Brunswick St,236
2016,16,Central Ave,60
2016,16,Christ Hospital,48
2016,16,City Hall,191
2016,16,Columbia Park,2
2016,16,Dey St,39
2016,16,Essex Light Rail,269
2016,16,Exchange Place,406
2016,16,Garfield Ave Station,12
2016,16,Grove St PATH,536
2016,16,Hamilton Park,357
2016,16,Heights Elevator,44
2016,16,Hilltop,53
2016,16,JC Medical Center,112
2016,16,Liberty Light Rail,188
2016,16,Lincoln Park,88
2016,16,MLK Light Rail,9
2016,16,McGinley Square,131
2016,16,NJCU,7
2016,16,Newark Ave,195
2016,16,Newport PATH,338
2016,16,Newport Pkwy,225
2016,16,North St,43
2016,16,Oakland Ave,87
2016,16,Paulus Hook,178
2016,16,Pershing Field,84
2016,16,Riverview Park,50
2016,16,Sip Ave,331
2016,16,Union St,7
2016,16,Van Vorst Park,175
2016,16,Warren St,177
2016,16,West Side Light Rail,7
2016,17,5 Corners Library,37
2016,17,Baldwin at Montgomery,79
2016,17,Bayside Park,11
2016,17,Brunswick St,230
2016,17,Central Ave,45
2016,17,Christ Hospital,38
2016,17,City Hall,133
2016,17,Dey St,52
2016,17,Essex Light Rail,237
2016,17,Exchange Place,360
2016,17,Garfield Ave Station,20
2016,17,Grove St PATH,483
2016,17,Hamilton Park,269
2016,17,Heights Elevator,38
2016,17,Hilltop,34
2016,17,JC Medical Center,101
2016,17,Liberty Light Rail,206
2016,17,Lincoln Park,68
2016,17,MLK Light Rail,8
2016,17,McGinley Square,111
2016,17,NJCU,10
2016,17,Newark Ave,171
2016,17,Newport PATH,246
2016,17,Newport Pkwy,177
2016,17,North St,27
2016,17,Oakland Ave,68
2016,17,Paulus Hook,151
2016,17,Pershing Field,64
2016,17,Riverview Park,30
2016,17,Sip Ave,319
2016,17,Union St,3
2016,17,Van Vorst Park,149
2016,17,Warren St,156
2016,17,West Side Light Rail,2
2016,18,5 Corners Library,39
2016,18,Baldwin at Montgomery,90
2016,18,Bayside Park,6
2016,18,Brunswick St,184
2016,18,Central Ave,47
2016,18,Christ Hospital,33
2016,18,City Hall,113
2016,18,Columbia Park,6
2016,18,Dey St,36
2016,18,Essex Light Rail,162
2016,18,Exchange Place,254
2016,18,Garfield Ave Station,12
2016,18,Grove St PATH,459
2016,18,Hamilton Park,225
2016,18,Heights Elevator,30
2016,18,Hilltop,32
2016,18,JC Medical Center,66
2016,18,Liberty Light Rail,100
2016,18,Lincoln Park,63
2016,18,MLK Light Rail,7
2016,18,McGinley Square,102
2016,18,NJCU,6
2016,18,Newark Ave,142
2016,18,Newport PATH,234
2016,18,Newport Pkwy,118
2016,18,North St,24
2016,18,Oakland Ave,58
2016,18,Paulus Hook,117
2016,18,Pershing Field,57
2016,18,Riverview Park,31
2016,18,Sip Ave,342
2016,18,Union St,1
2016,18,Van Vorst Park,131
2016,18,Warren St,110
2016,18,West Side Light Rail,1
2016,19,5 Corners Library,50
2016,19,Baldwin at Montgomery,109
2016,19,Bayside Park,8
2016,19,Brunswick St,233
2016,19,Central Ave,59
2016,19,Christ Hospital,55
2016,19,City Hall,155
2016,19,Columbia Park,2
2016,19,Dey St,37
2016,19,Essex Light Rail,217
2016,19,Exchange Place,391
2016,19,Garfield Ave Station,20
2016,19,Grove St PATH,534
2016,19,Hamilton Park,331
2016,19,Heights Elevator,46
2016,19,Hilltop,48
2016,19,JC Medical Center,113
2016,19,Liberty Light Rail,154
2016,19,Lincoln Park,69
2016,19,MLK Light Rail,12
2016,19,McGinley Square,147
2016,19,NJCU,9
2016,19,Newark Ave,201
2016,19,Newport PATH,327
2016,19,Newport Pkwy,204
2016,19,North St,45
2016,19,Oakland Ave,93
2016,19,Paulus Hook,159
2016,19,Pershing Field,93
2016,19,Riverview Park,45
2016,19,Sip Ave,394
2016,19,Union St,7
2016,19,Van Vorst Park,193
2016,19,Warren St,154
2016,19,West Side Light Rail,2
2016,20,5 Corners Library,43
2016,20,Baldwin at Montgomery,103
2016,20,Bayside Park,12
2016,20,Brunswick St,250
2016,20,Central Ave,64
2016,20,Christ Hospital,49
2016,20,City Hall,136
2016,20,Columbia Park,1
2016,20,Dey St,48
2016,20,Essex Light Rail,259
2016,20,Exchange Place,385
2016,20,Garfield Ave Station,20
2016,20,Grove St PATH,551
2016,20,Hamilton Park,318
2016,20,Heights Elevator,35
2016,20,Hilltop,60
2016,20,JC Medical Center,94
2016,20,Liberty Light Rail,196
2016,20,Lincoln Park,74
2016,20,MLK Light Rail,5
2016,20,McGinley Square,131
2016,20,NJCU,8
2016,20,Newark Ave,181
2016,20,Newport PATH,306
2016,20,Newport Pkwy,212
2016,20,North St,38
2016,20,Oakland Ave,92
2016,20,Paulus Hook,168
2016,20,Pershing Field,98
2016,20,Riverview Park,45
2016,20,Sip Ave,356
2016,20,Union St,6
2016,20,Van Vorst Park,179
2016,20,Warren St,150
2016,20,West Side Light Rail,3
2016,21,5 Corners Library,60
2016,21,Baldwin at Montgomery,136
2016,21,Bayside Park,4
2016,21,Brunswick St,225
2016,21,Central Ave,60
2016,21,Christ Hospital,52
2016,21,City Hall,148
2016,21,Columbia Park,1
2016,21,Dey St,57
2016,21,Essex Light Rail,282
2016,21,Exchange Place,436
2016,21,Garfield Ave Station,24
2016,21,Grove St PATH,630
2016,21,Hamilton Park,355
2016,21,Heights Elevator,52
2016,21,Hilltop,50
2016,21,JC Medical Center,124
2016,21,Liberty Light Rail,205
2016,21,Lincoln Park,70
2016,21,MLK Light Rail,2
2016,21,McGinley Square,132
2016,21,NJCU,5
2016,21,Newark Ave,194
2016,21,Newport PATH,297
2016,21,Newport Pkwy,245
2016,21,North St,52
2016,21,Oakland Ave,81
2016,21,Paulus Hook,197
2016,21,Pershing Field,96
2016,21,Riverview Park,44
2016,21,Sip Ave,406
2016,21,Union St,12
2016,21,Van Vorst Park,181
2016,21,Warren St,186
2016,21,West Side Light Rail,3
2016,22,5 Corners Library,75
2016,22,Baldwin at Montgomery,123
2016,22,Bayside Park,10
2016,22,Brunswick St,183
2016,22,Central Ave,58
2016,22,Christ Hospital,53
2016,22,City Hall,202
2016,22,Columbia Park,1
2016,22,Dey St,55
2016,22,Essex Light Rail,290
2016,22,Exchange Place,413
2016,22,Garfield Ave Station,20
2016,22,Grove St PATH,498
2016,22,Hamilton Park,268
2016,22,Heights Elevator,42
2016,22,Hilltop,57
2016,22,JC Medical Center,107
2016,22,Liberty Light Rail,186
2016,22,Lincoln Park,74
2016,22,MLK Light Rail,2
2016,22,McGinley Square,117
2016,22,NJCU,9
2016,22,Newark Ave,205
2016,22,Newport PATH,289
2016,22,Newport Pkwy,230
2016,22,North St,38
2016,22,Oakland Ave,85
2016,22,Paulus Hook,156
2016,22,Pershing Field,82
2016,22,Riverview Park,45
2016,22,Sip Ave,308
2016,22,Union St,10
2016,22,Van Vorst Park,203
2016,22,Warren St,171
2016,22,West Side Light Rail,9
2016,23,5 Corners Library,77
2016,23,Baldwin at Montgomery,140
2016,23,Bayside Park,7
2016,23,Brunswick St,248
2016,23,Central Ave,74
2016,23,Christ Hospital,64
2016,23,City Hall,201
2016,23,Columbia Park,4
2016,23,Dey St,59
2016,23,Essex Light Rail,277
2016,23,Exchange Place,470
2016,23,Garfield Ave Station,29
2016,23,Grove St PATH,590
2016,23,Hamilton Park,365
2016,23,Heights Elevator,53
2016,23,Hilltop,63
2016,23,JC Medical Center,140
2016,23,Liberty Light Rail,196
2016,23,Lincoln Park,76
2016,23,MLK Light Rail,3
2016,23,McGinley Square,142
2016,23,NJCU,6
2016,23,Newark Ave,230
2016,23,Newport PATH,328
2016,23,Newport Pkwy,230
2016,23,North St,49
2016,23,Oakland Ave,93
2016,23,Paulus Hook,170
2016,23,Pershing Field,97
2016,23,Riverview Park,54
2016,23,Sip Ave,383
2016,23,Union St,14
2016,23,Van Vorst Park,196
2016,23,Warren St,190
2016,23,West Side Light Rail,5
2016,24,5 Corners Library,80
2016,24,Baldwin at Montgomery,172
2016,24,Bayside Park,8
2016,24,Brunswick St,267
2016,24,Central Ave,81
2016,24,Christ Hospital,63
2016,24,City Hall,214
2016,24,Columbia Park,2
2016,24,Dey St,65
2016,24,Essex Light Rail,324
2016,24,Exchange Place,513
2016,24,Garfield Ave Station,26
2016,24,Grove St PATH,621
2016,24,Hamilton Park,334
2016,24,Heights Elevator,53
2016,24,Hilltop,70
2016,24,JC Medical Center,146
2016,24,Liberty Light Rail,228
2016,24,Lincoln Park,100
2016,24,MLK Light Rail,2
2016,24,McGinley Square,161
2016,24,NJCU,13
2016,24,Newark Ave,250
2016,24,Newport PATH,393
2016,24,Newport Pkwy,279
2016,24,North St,59
2016,24,Oakland Ave,86
2016,24,Paulus Hook,232
2016,24,Pershing Field,88
2016,24,Riverview Park,58
2016,24,Sip Ave,462
2016,24,Union St,5
2016,24,Van Vorst Park,206
2016,24,Warren St,194
2016,24,West Side Light Rail,5
2016,25,5 Corners Library,64
2016,25,Baldwin at Montgomery,142
2016,25,Bayside Park,9
2016,25,Brunswick St,309
2016,25,Central Ave,73
2016,25,Christ Hospital,65
2016,25,City Hall,195
2016,25,Columbia Park,8
2016,25,Dey St,71
2016,25,Essex Light Rail,355
2016,25,Exchange Place,481
2016,25,Garfield Ave Station,29
2016,25,Grove St PATH,649
2016,25,Hamilton Park,350
2016,25,Heights Elevator,54
2016,25,Hilltop,69
2016,25,JC Medical Center,126
2016,25,Liberty Light Rail,238
2016,25,Lincoln Park,101
2016,25,MLK Light Rail,6
2016,25,McGinley Square,174
2016,25,NJCU,10
2016,25,Newark Ave,243
2016,25,Newport PATH,351
2016,25,Newport Pkwy,344
2016,25,North St,74
2016,25,Oakland Ave,99
2016,25,Paulus Hook,228
2016,25,Pershing Field,83
2016,25,Riverview Park,55
2016,25,Sip Ave,483
2016,25,Union St,9
2016,25,Van Vorst Park,227
2016,25,Warren St,211
2016,25,West Side Light Rail,10
2016,26,5 Corners Library,61
2016,26,Baldwin at Montgomery,131
2016,26,Bayside Park,10
2016,26,Brunswick St,237
2016,26,Central Ave,64
2016,26,Christ Hospital,60
2016,26,City Hall,197
2016,26,Columbia Park,2
2016,26,Dey St,64
2016,26,Essex Light Rail,260
2016,26,Exchange Place,447
2016,26,Garfield Ave Station,33
2016,26,Grove St PATH,577
2016,26,Hamilton Park,306
2016,26,Heights Elevator,57
2016,26,Hilltop,57
2016,26,JC Medical Center,140
2016,26,Liberty Light Rail,185
2016,26,Lincoln Park,76
2016,26,MLK Light Rail,3
2016,26,McGinley Square,163
2016,26,NJCU,7
2016,26,Newark Ave,202
2016,26,Newport PATH,376
2016,26,Newport Pkwy,264
2016,26,North St,52
2016,26,Oakland Ave,86
2016,26,Paulus Hook,211
2016,26,Pershing Field,93
2016,26,Riverview Park,65
2016,26,Sip Ave,425
2016,26,Union St,2
2016,26,Van Vorst Park,204
2016,26,Warren St,236
2016,26,West Side Light Rail,14
2016,27,5 Corners Library,76
2016,27,Baldwin at Montgomery,143
2016,27,Bayside Park,13
2016,27,Brunswick St,237
2016,27,Central Ave,55
2016,27,Christ Hospital,61
2016,27,City Hall,179
2016,27,Columbia Park,1
2016,27,Dey St,69
2016,27,Essex Light Rail,343
2016,27,Exchange Place,480
2016,27,Garfield Ave Station,38
2016,27,Grove St PATH,569
2016,27,Hamilton Park,314
2016,27,Heights Elevator,55
2016,27,Hilltop,59
2016,27,JC Medical Center,151
2016,27,Liberty Light Rail,230
2016,27,Lincoln Park,76
2016,27,MLK Light Rail,3
2016,27,McGinley Square,152
2016,27,NJCU,7
2016,27,Newark Ave,236
2016,27,Newport PATH,340
2016,27,Newport Pkwy,309
2016,27,North St,58
2016,27,Oakland Ave,87
2016,27,Paulus Hook,186
2016,27,Pershing Field,88
2016,27,Riverview Park,57
2016,27,Sip Ave,343
2016,27,Union St,11
2016,27,Van Vorst Park,198
2016,27,Warren St,204
2016,27,West Side Light Rail,7
2016,28,5 Corners Library,62
2016,28,Baldwin at Montgomery,142
2016,28,Bayside Park,9
2016,28,Brunswick St,253
2016,28,Central Ave,53
2016,28,Christ Hospital,74
2016,28,City Hall,204
2016,28,Columbia Park,4
2016,28,Dey St,62
2016,28,Essex Light Rail,325
2016,28,Exchange Place,468
2016,28,Garfield Ave Station,35
2016,28,Grove St PATH,608
2016,28,Hamilton Park,368
2016,28,Heights Elevator,56
2016,28,Hilltop,76
2016,28,JC Medical Center,109
2016,28,Liberty Light Rail,168
2016,28,Lincoln Park,79
2016,28,MLK Light Rail,3
2016,28,McGinley Square,173
2016,28,NJCU,14
2016,28,Newark Ave,227
2016,28,Newport PATH,387
2016,28,Newport Pkwy,302
2016,28,North St,54
2016,28,Oakland Ave,77
2016,28,Paulus Hook,229
2016,28,Pershing Field,85
2016,28,Riverview Park,54
2016,28,Sip Ave,458
2016,28,Union St,8
2016,28,Van Vorst Park,256
2016,28,Warren St,248
2016,28,West Side Light Rail,8
2016,29,5 Corners Library,66
2016,29,Baldwin at Montgomery,159
2016,29,Bayside Park,13
2016,29,Brunswick St,261
2016,29,Central Ave,65
2016,29,Christ Hospital,59
2016,29,City Hall,212
2016,29,Columbia Park,5
2016,29,Dey St,74
2016,29,Essex Light Rail,260
2016,29,Exchange Place,481
2016,29,Garfield Ave Station,36
2016,29,Grove St PATH,596
2016,29,Hamilton Park,327
2016,29,Heights Elevator,48
2016,29,Hilltop,66
2016,29,JC Medical Center,132
2016,29,Jersey & 3rd,47
2016,29,Jersey & 6th St,75
2016,29,Lafayette Park,9
2016,29,Liberty Light Rail,187
2016,29,Lincoln Park,65
2016,29,MLK Light Rail,3
2016,29,McGinley Square,161
2016,29,Morris Canal,128
2016,29,NJCU,16
2016,29,Newark Ave,245
2016,29,Newport PATH,346
2016,29,Newport Pkwy,295
2016,29,North St,61
2016,29,Oakland Ave,107
2016,29,Paulus Hook,197
2016,29,Pershing Field,102
2016,29,Riverview Park,44
2016,29,Sip Ave,416
2016,29,Union St,7
2016,29,Van Vorst Park,204
2016,29,Warren St,237
2016,29,West Side Light Rail,5
2016,30,5 Corners Library,74
2016,30,Baldwin at Montgomery,107
2016,30,Bayside Park,11
2016,30,Bethune Center,2
2016,30,Brunswick St,208
2016,30,Central Ave,49
2016,30,Christ Hospital,53
2016,30,City Hall,232
2016,30,Columbia Park,3
2016,30,Columbus Drive,14
2016,30,Danforth Light Rail,2
2016,30,Dey St,59
2016,30,Dixon Mills,38
2016,30,Essex Light Rail,158
2016,30,Exchange Place,443
2016,30,Garfield Ave Station,28
2016,30,Grove St PATH,537
2016,30,Hamilton Park,298
2016,30,Heights Elevator,36
2016,30,Hilltop,65
2016,30,JC Medical Center,90
2016,30,Jersey & 3rd,124
2016,30,Jersey & 6th St,124
2016,30,Lafayette Park,19
2016,30,Leonard Gordon Park,2
2016,30,Liberty Light Rail,98
2016,30,Lincoln Park,60
2016,30,MLK Light Rail,5
2016,30,Manila & 1st,26
2016,30,Marin Light Rail,55
2016,30,McGinley Square,163
2016,30,Monmouth and 6th,43
2016,30,Morris Canal,265
2016,30,NJCU,12
2016,30,Newark Ave,234
2016,30,Newport PATH,349
2016,30,Newport Pkwy,245
2016,30,North St,34
2016,30,Oakland Ave,95
2016,30,Paulus Hook,172
2016,30,Pershing Field,69
2016,30,Riverview Park,41
2016,30,Sip Ave,393
2016,30,Union St,8
2016,30,Van Vorst Park,184
2016,30,Warren St,207
2016,30,West Side Light Rail,8
2016,31,5 Corners Library,78
2016,31,Baldwin at Montgomery,127
2016,31,Bayside Park,9
2016,31,Brunswick St,251
2016,31,Central Ave,45
2016,31,Christ Hospital,62
2016,31,City Hall,212
2016,31,Columbia Park,11
2016,31,Columbus Drive,111
2016,31,Danforth Light Rail,9
2016,31,Dey St,72
2016,31,Dixon Mills,101
2016,31,Essex Light Rail,211
2016,31,Exchange Place,676
2016,31,Garfield Ave Station,42
2016,31,Grove St PATH,860
2016,31,Hamilton Park,418
2016,31,Heights Elevator,49
2016,31,Hilltop,89
2016,31,JC Medical Center,142
2016,31,Jersey & 3rd,151
2016,31,Jersey & 6th St,153
2016,31,Lafayette Park,29
2016,31,Leonard Gordon Park,39
2016,31,Liberty Light Rail,201
2016,31,Lincoln Park,97
2016,31,MLK Light Rail,12
2016,31,Manila & 1st,66
2016,31,Marin Light Rail,182
2016,31,McGinley Square,202
2016,31,Monmouth and 6th,135
2016,31,Morris Canal,296
2016,31,NJCU,12
2016,31,Newark Ave,215
2016,31,Newport PATH,418
2016,31,Newport Pkwy,313
2016,31,North St,42
2016,31,Oakland Ave,99
2016,31,Paulus Hook,280
2016,31,Pershing Field,80
2016,31,Riverview Park,40
2016,31,Sip Ave,454
2016,31,Union St,5
2016,31,Van Vorst Park,225
2016,31,Warren St,263
2016,31,West Side Light Rail,10
2016,32,5 Corners Library,76
2016,32,Baldwin at Montgomery,132
2016,32,Bayside Park,3
2016,32,Brunswick St,213
2016,32,Central Ave,69
2016,32,Christ Hospital,59
2016,32,City Hall,248
2016,32,Columbia Park,6
2016,32,Columbus Drive,119
2016,32,Danforth Light Rail,2
2016,32,Dey St,59
2016,32,Dixon Mills,112
2016,32,Essex Light Rail,158
2016,32,Exchange Place,563
2016,32,Garfield Ave Station,25
2016,32,Grove St PATH,837
2016,32,Hamilton Park,352
2016,32,Heights Elevator,52
2016,32,Hilltop,110
2016,32,JC Medical Center,106
2016,32,Jersey & 3rd,167
2016,32,Jersey & 6th St,150
2016,32,Lafayette Park,34
2016,32,Leonard Gordon Park,38
2016,32,Liberty Light Rail,162
2016,32,Lincoln Park,91
2016,32,MLK Light Rail,9
2016,32,Manila & 1st,74
2016,32,Marin Light Rail,204
2016,32,McGinley Square,190
2016,32,Monmouth and 6th,179
2016,32,Morris Canal,279
2016,32,NJCU,5
2016,32,Newark Ave,233
2016,32,Newport PATH,391
2016,32,Newport Pkwy,269
2016,32,North St,44
2016,32,Oakland Ave,106
2016,32,Paulus Hook,201
2016,32,Pershing Field,95
2016,32,Riverview Park,40
2016,32,Sip Ave,454
2016,32,Union St,14
2016,32,Van Vorst Park,182
2016,32,Warren St,221
2016,32,West Side Light Rail,9
2016,33,5 Corners Library,75
2016,33,Baldwin at Montgomery,138
2016,33,Bayside Park,9
2016,33,Bethune Center,3
2016,33,Brunswick St,211
2016,33,Central Ave,47
2016,33,Christ Hospital,63
2016,33,City Hall,256
2016,33,Columbia Park,5
2016,33,Columbus Drive,122
2016,33,Danforth Light Rail,3
2016,33,Dey St,46
2016,33,Dixon Mills,120
2016,33,Essex Light Rail,296
2016,33,Exchange Place,607
2016,33,Garfield Ave Station,40
2016,33,Grove St PATH,867
2016,33,Hamilton Park,394
2016,33,Heights Elevator,44
2016,33,Hilltop,79
2016,33,JC Medical Center,112
2016,33,Jersey & 3rd,178
2016,33,Jersey & 6th St,168
2016,33,Lafayette Park,46
2016,33,Leonard Gordon Park,35
2016,33,Liberty Light Rail,190
2016,33,Lincoln Park,95
2016,33,MLK Light Rail,5
2016,33,Manila & 1st,76
2016,33,Marin Light Rail,214
2016,33,McGinley Square,181
2016,33,Monmouth and 6th,181
2016,33,Morris Canal,205
2016,33,NJCU,10
2016,33,Newark Ave,241
2016,33,Newport PATH,371
2016,33,Newport Pkwy,254
2016,33,North St,46
2016,33,Oakland Ave,113
2016,33,Paulus Hook,231
2016,33,Pershing Field,85
2016,33,Riverview Park,40
2016,33,Sip Ave,441
2016,33,Union St,10
2016,33,Van Vorst Park,205
2016,33,Warren St,264
2016,33,West Side Light Rail,11
2016,34,5 Corners Library,78
2016,34,Baldwin at Montgomery,141
2016,34,Bayside Park,5
2016,34,Bethune Center,2
2016,34,Brunswick St,237
2016,34,Central Ave,69
2016,34,Christ Hospital,56
2016,34,City Hall,217
2016,34,Columbia Park,3
2016,34,Columbus Drive,159
2016,34,Danforth Light Rail,2
2016,34,Dey St,76
2016,34,Dixon Mills,132
2016,34,Essex Light Rail,296
2016,34,Exchange Place,737
2016,34,Garfield Ave Station,34
2016,34,Grove St PATH,919
2016,34,Hamilton Park,422
2016,34,Heights Elevator,47
2016,34,Hilltop,79
2016,34,JC Medical Center,183
2016,34,Jersey & 3rd,188
2016,34,Jersey & 6th St,190
2016,34,Lafayette Park,38
2016,34,Leonard Gordon Park,30
2016,34,Liberty Light Rail,228
2016,34,Lincoln Park,112
2016,34,MLK Light Rail,4
2016,34,Manila & 1st,117
2016,34,Marin Light Rail,274
2016,34,McGinley Square,229
2016,34,Monmouth and 6th,157
2016,34,Morris Canal,208
2016,34,NJCU,13
2016,34,Newark Ave,277
2016,34,Newport PATH,471
2016,34,Newport Pkwy,321
2016,34,North St,40
2016,34,Oakland Ave,105
2016,34,Paulus Hook,258
2016,34,Pershing Field,102
2016,34,Riverview Park,56
2016,34,Sip Ave,502
2016,34,Union St,11
2016,34,Van Vorst Park,228
2016,34,Warren St,313
2016,34,West Side Light Rail,7
2016,35,5 Corners Library,81
2016,35,Baldwin at Montgomery,118
2016,35,Bayside Park,7
2016,35,Brunswick St,208
2016,35,Central Ave,52
2016,35,Christ Hospital,59
2016,35,City Hall,217
2016,35,Columbia Park,6
2016,35,Columbus Drive,150
2016,35,Danforth Light Rail,2
2016,35,Dey St,50
2016,35,Dixon Mills,112
2016,35,Essex Light Rail,196
2016,35,Exchange Place,656
2016,35,Garfield Ave Station,38
2016,35,Grove St PATH,864
2016,35,Hamilton Park,424
2016,35,Heights Elevator,45
2016,35,Hilltop,64
2016,35,JC Medical Center,101
2016,35,Jersey & 3rd,146
2016,35,Jersey & 6th St,173
2016,35,Lafayette Park,48
2016,35,Leonard Gordon Park,26
2016,35,Liberty Light Rail,217
2016,35,Lincoln Park,103
2016,35,MLK Light Rail,2
2016,35,Manila & 1st,82
2016,35,Marin Light Rail,234
2016,35,McGinley Square,182
2016,35,Monmouth and 6th,180
2016,35,Morris Canal,330
2016,35,NJCU,14
2016,35,Newark Ave,235
2016,35,Newport PATH,393
2016,35,Newport Pkwy,264
2016,35,North St,42
2016,35,Oakland Ave,80
2016,35,Paulus Hook,270
2016,35,Pershing Field,72
2016,35,Riverview Park,43
2016,35,Sip Ave,437
2016,35,Union St,5
2016,35,Van Vorst Park,214
2016,35,Warren St,226
2016,35,West Side Light Rail,8
2016,36,5 Corners Library,83
2016,36,Baldwin at Montgomery,120
2016,36,Bayside Park,8
2016,36,Bethune Center,8
2016,36,Brunswick St,220
2016,36,Central Ave,47
2016,36,Christ Hospital,67
2016,36,City Hall,229
2016,36,Columbia Park,6
2016,36,Columbus Drive,162
2016,36,Danforth Light Rail,3
2016,36,Dey St,53
2016,36,Dixon Mills,126
2016,36,Essex Light Rail,218
2016,36,Exchange Place,556
