station,season,year,week,count
McGinley Square,autumn,2018,47,57
Liberty Light Rail,autumn,2018,47,58
Dixon Mills,autumn,2018,47,63
JC Medical Center,autumn,2018,47,63
Oakland Ave,autumn,2018,47,66
Essex Light Rail,autumn,2018,47,72
Pershing Field,autumn,2018,47,73
Grand St,autumn,2018,47,75
Monmouth and 6th,autumn,2018,47,84
Washington St,autumn,2018,47,85
Journal Square,autumn,2018,47,91
Columbus Drive,autumn,2018,47,92
Manila & 1st,autumn,2018,47,99
Paulus Hook,autumn,2018,47,99
Warren St,autumn,2018,47,99
Newport Pkwy,autumn,2018,47,106
Van Vorst Park,autumn,2018,47,111
Brunswick & 6th,autumn,2018,47,112
Brunswick St,autumn,2018,47,114
Newark Ave,autumn,2018,47,117
City Hall,autumn,2018,47,118
Jersey & 6th St,autumn,2018,47,123
Jersey & 3rd,autumn,2018,47,128
Morris Canal,autumn,2018,47,132
Marin Light Rail,autumn,2018,47,143
Harborside,autumn,2018,47,155
Newport PATH,autumn,2018,47,186
Hamilton Park,autumn,2018,47,218
Exchange Place,autumn,2018,47,228
Sip Ave,autumn,2018,47,263
Grove St PATH,autumn,2018,47,514
Dey St,autumn,2018,48,7
Jackson Square,autumn,2018,48,13
Union St,autumn,2018,48,14
Riverview Park,autumn,2018,48,15
Communipaw & Berry Lane,autumn,2018,48,22
5 Corners Library,autumn,2018,48,26
Christ Hospital,autumn,2018,48,26
Lafayette Park,autumn,2018,48,28
Glenwood Ave,autumn,2018,48,31
Bergen Ave,autumn,2018,48,39
Hilltop,autumn,2018,48,43
Heights Elevator,autumn,2018,48,44
York St,autumn,2018,48,45
Leonard Gordon Park,autumn,2018,48,48
Fairmount Ave,autumn,2018,48,53
Lincoln Park,autumn,2018,48,54
Montgomery St,autumn,2018,48,54
Baldwin at Montgomery,autumn,2018,48,59
Astor Place,autumn,2018,48,61
JC Medical Center,autumn,2018,48,73
Essex Light Rail,autumn,2018,48,74
Pershing Field,autumn,2018,48,78
Oakland Ave,autumn,2018,48,86
Liberty Light Rail,autumn,2018,48,89
McGinley Square,autumn,2018,48,92
Grand St,autumn,2018,48,93
Washington St,autumn,2018,48,108
Manila & 1st,autumn,2018,48,110
Dixon Mills,autumn,2018,48,111
Paulus Hook,autumn,2018,48,115
Journal Square,autumn,2018,48,119
Newport Pkwy,autumn,2018,48,121
City Hall,autumn,2018,48,122
Warren St,autumn,2018,48,123
Brunswick St,autumn,2018,48,124
Jersey & 3rd,autumn,2018,48,126
Morris Canal,autumn,2018,48,128
Columbus Drive,autumn,2018,48,131
Van Vorst Park,autumn,2018,48,138
Monmouth and 6th,autumn,2018,48,144
Jersey & 6th St,autumn,2018,48,152
Newark Ave,autumn,2018,48,153
Marin Light Rail,autumn,2018,48,157
Brunswick & 6th,autumn,2018,48,159
Harborside,autumn,2018,48,201
Newport PATH,autumn,2018,48,223
Exchange Place,autumn,2018,48,254
Sip Ave,autumn,2018,48,322
Hamilton Park,autumn,2018,48,375
Grove St PATH,autumn,2018,48,727
Glenwood Ave,autumn,2018,49,8
Dey St,autumn,2018,49,9
Union St,autumn,2018,49,16
Jackson Square,autumn,2018,49,17
Communipaw & Berry Lane,autumn,2018,49,21
Riverview Park,autumn,2018,49,23
Christ Hospital,autumn,2018,49,25
Lafayette Park,autumn,2018,49,34
5 Corners Library,autumn,2018,49,36
Heights Elevator,autumn,2018,49,37
Lincoln Park,autumn,2018,49,39
Grand St,autumn,2018,49,41
Fairmount Ave,autumn,2018,49,42
Hilltop,autumn,2018,49,46
York St,autumn,2018,49,51
Bergen Ave,autumn,2018,49,53
Astor Place,autumn,2018,49,56
Leonard Gordon Park,autumn,2018,49,56
Montgomery St,autumn,2018,49,65
Baldwin at Montgomery,autumn,2018,49,69
Pershing Field,autumn,2018,49,82
Essex Light Rail,autumn,2018,49,85
JC Medical Center,autumn,2018,49,90
Manila & 1st,autumn,2018,49,96
McGinley Square,autumn,2018,49,96
Oakland Ave,autumn,2018,49,98
Liberty Light Rail,autumn,2018,49,99
Warren St,autumn,2018,49,100
Washington St,autumn,2018,49,109
Dixon Mills,autumn,2018,49,114
Jersey & 6th St,autumn,2018,49,123
Newark Ave,autumn,2018,49,123
Columbus Drive,autumn,2018,49,125
Monmouth and 6th,autumn,2018,49,126
Jersey & 3rd,autumn,2018,49,128
Newport Pkwy,autumn,2018,49,130
Paulus Hook,autumn,2018,49,130
Journal Square,autumn,2018,49,131
Van Vorst Park,autumn,2018,49,137
City Hall,autumn,2018,49,140
Brunswick St,autumn,2018,49,151
Morris Canal,autumn,2018,49,162
Brunswick & 6th,autumn,2018,49,166
Marin Light Rail,autumn,2018,49,172
Harborside,autumn,2018,49,214
Newport PATH,autumn,2018,49,247
Exchange Place,autumn,2018,49,270
Sip Ave,autumn,2018,49,340
Hamilton Park,autumn,2018,49,345
Grove St PATH,autumn,2018,49,731
Union St,autumn,2018,50,11
Dey St,autumn,2018,50,13
Jackson Square,autumn,2018,50,16
Riverview Park,autumn,2018,50,18
Communipaw & Berry Lane,autumn,2018,50,23
5 Corners Library,autumn,2018,50,25
Glenwood Ave,autumn,2018,50,27
Christ Hospital,autumn,2018,50,29
Heights Elevator,autumn,2018,50,33
Bergen Ave,autumn,2018,50,34
Hilltop,autumn,2018,50,34
Lafayette Park,autumn,2018,50,36
Lincoln Park,autumn,2018,50,36
Leonard Gordon Park,autumn,2018,50,37
Fairmount Ave,autumn,2018,50,46
York St,autumn,2018,50,59
Astor Place,autumn,2018,50,61
Montgomery St,autumn,2018,50,66
Baldwin at Montgomery,autumn,2018,50,70
JC Medical Center,autumn,2018,50,82
Essex Light Rail,autumn,2018,50,84
Oakland Ave,autumn,2018,50,84
Manila & 1st,autumn,2018,50,86
Pershing Field,autumn,2018,50,87
Liberty Light Rail,autumn,2018,50,88
Grand St,autumn,2018,50,95
Paulus Hook,autumn,2018,50,99
Columbus Drive,autumn,2018,50,100
McGinley Square,autumn,2018,50,100
Newport Pkwy,autumn,2018,50,105
Dixon Mills,autumn,2018,50,108
Brunswick St,autumn,2018,50,118
Warren St,autumn,2018,50,118
Washington St,autumn,2018,50,121
Morris Canal,autumn,2018,50,127
Jersey & 3rd,autumn,2018,50,131
Journal Square,autumn,2018,50,132
Monmouth and 6th,autumn,2018,50,133
Van Vorst Park,autumn,2018,50,137
City Hall,autumn,2018,50,138
Newark Ave,autumn,2018,50,139
Marin Light Rail,autumn,2018,50,140
Brunswick & 6th,autumn,2018,50,155
Jersey & 6th St,autumn,2018,50,156
Newport PATH,autumn,2018,50,194
Harborside,autumn,2018,50,199
Exchange Place,autumn,2018,50,260
Sip Ave,autumn,2018,50,328
Hamilton Park,autumn,2018,50,366
Grove St PATH,autumn,2018,50,745
JCBS Depot,winter,2018,51,2
Union St,winter,2018,51,2
Dey St,winter,2018,51,3
Glenwood Ave,winter,2018,51,3
Christ Hospital,winter,2018,51,4
Jackson Square,winter,2018,51,4
Communipaw & Berry Lane,winter,2018,51,5
Riverview Park,winter,2018,51,5
Lafayette Park,winter,2018,51,6
Leonard Gordon Park,winter,2018,51,6
Bergen Ave,winter,2018,51,7
Jackson Square,autumn,2018,51,8
Heights Elevator,winter,2018,51,9
Lincoln Park,winter,2018,51,9
Union St,autumn,2018,51,9
Essex Light Rail,winter,2018,51,10
5 Corners Library,winter,2018,51,11
Baldwin at Montgomery,winter,2018,51,11
Dey St,autumn,2018,51,11
Fairmount Ave,winter,2018,51,11
York St,winter,2018,51,11
Hilltop,winter,2018,51,12
Communipaw & Berry Lane,autumn,2018,51,13
5 Corners Library,autumn,2018,51,14
Riverview Park,autumn,2018,51,15
Hilltop,autumn,2018,51,16
Astor Place,winter,2018,51,17
Grand St,winter,2018,51,17
Lafayette Park,autumn,2018,51,17
Paulus Hook,winter,2018,51,17
Glenwood Ave,autumn,2018,51,18
Journal Square,winter,2018,51,18
Christ Hospital,autumn,2018,51,20
JC Medical Center,winter,2018,51,20
Manila & 1st,winter,2018,51,21
Washington St,winter,2018,51,21
Lincoln Park,autumn,2018,51,22
Montgomery St,winter,2018,51,22
Fairmount Ave,autumn,2018,51,23
Heights Elevator,autumn,2018,51,23
Monmouth and 6th,winter,2018,51,23
Bergen Ave,autumn,2018,51,24
Oakland Ave,winter,2018,51,24
Dixon Mills,winter,2018,51,25
Leonard Gordon Park,autumn,2018,51,25
Liberty Light Rail,winter,2018,51,26
McGinley Square,winter,2018,51,26
Pershing Field,winter,2018,51,28
Jersey & 6th St,winter,2018,51,31
York St,autumn,2018,51,31
Astor Place,autumn,2018,51,32
Columbus Drive,winter,2018,51,32
Baldwin at Montgomery,autumn,2018,51,33
City Hall,winter,2018,51,33
Van Vorst Park,winter,2018,51,33
Warren St,winter,2018,51,33
Brunswick St,winter,2018,51,34
Marin Light Rail,winter,2018,51,34
Montgomery St,autumn,2018,51,34
Brunswick & 6th,winter,2018,51,36
Jersey & 3rd,winter,2018,51,36
Newport Pkwy,winter,2018,51,36
Morris Canal,winter,2018,51,38
Harborside,winter,2018,51,43
Newark Ave,winter,2018,51,43
McGinley Square,autumn,2018,51,45
Grand St,autumn,2018,51,48
Liberty Light Rail,autumn,2018,51,48
Newport PATH,winter,2018,51,48
Manila & 1st,autumn,2018,51,49
Pershing Field,autumn,2018,51,49
JC Medical Center,autumn,2018,51,51
Morris Canal,autumn,2018,51,51
Washington St,autumn,2018,51,52
Exchange Place,winter,2018,51,53
Paulus Hook,autumn,2018,51,55
Van Vorst Park,autumn,2018,51,55
Columbus Drive,autumn,2018,51,57
Newport Pkwy,autumn,2018,51,61
Warren St,autumn,2018,51,62
Dixon Mills,autumn,2018,51,63
Oakland Ave,autumn,2018,51,64
Hamilton Park,winter,2018,51,65
Essex Light Rail,autumn,2018,51,66
Jersey & 3rd,autumn,2018,51,68
City Hall,autumn,2018,51,71
Journal Square,autumn,2018,51,71
Newark Ave,autumn,2018,51,78
Brunswick St,autumn,2018,51,81
Marin Light Rail,autumn,2018,51,85
Monmouth and 6th,autumn,2018,51,85
Sip Ave,winter,2018,51,94
Jersey & 6th St,autumn,2018,51,98
Harborside,autumn,2018,51,103
Brunswick & 6th,autumn,2018,51,106
Newport PATH,autumn,2018,51,127
Exchange Place,autumn,2018,51,147
Grove St PATH,winter,2018,51,160
Sip Ave,autumn,2018,51,191
Hamilton Park,autumn,2018,51,203
Grove St PATH,autumn,2018,51,440
JCBS Depot,winter,2018,52,2
Jackson Square,winter,2018,52,3
Dey St,winter,2018,52,8
Glenwood Ave,winter,2018,52,9
Communipaw & Berry Lane,winter,2018,52,10
Riverview Park,winter,2018,52,12
Lafayette Park,winter,2018,52,13
Heights Elevator,winter,2018,52,14
Bergen Ave,winter,2018,52,16
Union St,winter,2018,52,17
Christ Hospital,winter,2018,52,18
Hilltop,winter,2018,52,21
Leonard Gordon Park,winter,2018,52,22
5 Corners Library,winter,2018,52,25
Lincoln Park,winter,2018,52,27
Oakland Ave,winter,2018,52,32
York St,winter,2018,52,34
Fairmount Ave,winter,2018,52,40
Monmouth and 6th,winter,2018,52,40
Paulus Hook,winter,2018,52,43
Astor Place,winter,2018,52,44
JC Medical Center,winter,2018,52,44
Baldwin at Montgomery,winter,2018,52,49
Journal Square,winter,2018,52,50
Liberty Light Rail,winter,2018,52,51
Essex Light Rail,winter,2018,52,54
Grand St,winter,2018,52,55
Montgomery St,winter,2018,52,56
Manila & 1st,winter,2018,52,57
Dixon Mills,winter,2018,52,60
Washington St,winter,2018,52,61
Brunswick & 6th,winter,2018,52,62
McGinley Square,winter,2018,52,62
Marin Light Rail,winter,2018,52,63
Warren St,winter,2018,52,64
Pershing Field,winter,2018,52,66
Jersey & 6th St,winter,2018,52,67
Brunswick St,winter,2018,52,68
Jersey & 3rd,winter,2018,52,69
City Hall,winter,2018,52,70
Columbus Drive,winter,2018,52,74
Van Vorst Park,winter,2018,52,78
Morris Canal,winter,2018,52,79
Newport Pkwy,winter,2018,52,82
Newark Ave,winter,2018,52,93
Harborside,winter,2018,52,95
Hamilton Park,winter,2018,52,131
Newport PATH,winter,2018,52,131
Exchange Place,winter,2018,52,136
Sip Ave,winter,2018,52,178
Grove St PATH,winter,2018,52,335
JCBS Depot,winter,2019,1,2
Hoboken Ave at Monmouth St,winter,2019,1,9
Dey St,winter,2019,1,11
Union St,winter,2019,1,12
Jackson Square,winter,2019,1,16
Communipaw & Berry Lane,winter,2019,1,20
Glenwood Ave,winter,2019,1,23
5 Corners Library,winter,2019,1,24
Riverview Park,winter,2019,1,24
Heights Elevator,winter,2019,1,27
Lafayette Park,winter,2019,1,27
Leonard Gordon Park,winter,2019,1,27
Columbus Dr at Exchange Pl,winter,2019,1,31
Hilltop,winter,2019,1,32
Christ Hospital,winter,2019,1,36
Lincoln Park,winter,2019,1,36
Bergen Ave,winter,2019,1,37
York St,winter,2019,1,43
Baldwin at Montgomery,winter,2019,1,48
Astor Place,winter,2019,1,60
Montgomery St,winter,2019,1,60
Fairmount Ave,winter,2019,1,66
Pershing Field,winter,2019,1,72
Grand St,winter,2019,1,76
McGinley Square,winter,2019,1,76
Paulus Hook,winter,2019,1,79
Essex Light Rail,winter,2019,1,81
Oakland Ave,winter,2019,1,82
JC Medical Center,winter,2019,1,83
Dixon Mills,winter,2019,1,88
Liberty Light Rail,winter,2019,1,90
Van Vorst Park,winter,2019,1,93
Journal Square,winter,2019,1,96
Washington St,winter,2019,1,98
Monmouth and 6th,winter,2019,1,100
Jersey & 6th St,winter,2019,1,102
Manila & 1st,winter,2019,1,103
Newport Pkwy,winter,2019,1,110
Columbus Drive,winter,2019,1,112
Morris Canal,winter,2019,1,113
Brunswick St,winter,2019,1,115
Newark Ave,winter,2019,1,120
Warren St,winter,2019,1,122
City Hall,winter,2019,1,124
Brunswick & 6th,winter,2019,1,134
Marin Light Rail,winter,2019,1,137
Jersey & 3rd,winter,2019,1,146
Exchange Place,winter,2019,1,155
Harborside,winter,2019,1,172
Newport PATH,winter,2019,1,187
Hamilton Park,winter,2019,1,244
Sip Ave,winter,2019,1,302
Grove St PATH,winter,2019,1,596
JCBS Depot,winter,2019,2,3
Jackson Square,winter,2019,2,8
Dey St,winter,2019,2,9
Union St,winter,2019,2,10
Riverview Park,winter,2019,2,16
Heights Elevator,winter,2019,2,24
Communipaw & Berry Lane,winter,2019,2,26
Lincoln Park,winter,2019,2,26
5 Corners Library,winter,2019,2,28
Lafayette Park,winter,2019,2,28
Glenwood Ave,winter,2019,2,29
Leonard Gordon Park,winter,2019,2,33
Christ Hospital,winter,2019,2,34
Fairmount Ave,winter,2019,2,36
Hilltop,winter,2019,2,36
Bergen Ave,winter,2019,2,37
York St,winter,2019,2,44
Baldwin at Montgomery,winter,2019,2,51
Grand St,winter,2019,2,56
Montgomery St,winter,2019,2,56
Astor Place,winter,2019,2,62
JC Medical Center,winter,2019,2,67
Pershing Field,winter,2019,2,74
Liberty Light Rail,winter,2019,2,76
McGinley Square,winter,2019,2,76
Oakland Ave,winter,2019,2,83
Washington St,winter,2019,2,87
Paulus Hook,winter,2019,2,93
Monmouth and 6th,winter,2019,2,96
Manila & 1st,winter,2019,2,98
Essex Light Rail,winter,2019,2,100
Brunswick St,winter,2019,2,101
Warren St,winter,2019,2,102
Journal Square,winter,2019,2,103
Dixon Mills,winter,2019,2,104
Van Vorst Park,winter,2019,2,105
Brunswick & 6th,winter,2019,2,113
Jersey & 6th St,winter,2019,2,113
Columbus Drive,winter,2019,2,114
Newport Pkwy,winter,2019,2,114
City Hall,winter,2019,2,118
Morris Canal,winter,2019,2,119
Jersey & 3rd,winter,2019,2,124
Marin Light Rail,winter,2019,2,143
Newark Ave,winter,2019,2,157
Harborside,winter,2019,2,189
Newport PATH,winter,2019,2,195
Exchange Place,winter,2019,2,196
Sip Ave,winter,2019,2,253
Hamilton Park,winter,2019,2,258
Grove St PATH,winter,2019,2,652
JCBS Depot,winter,2019,3,1
Communipaw & Berry Lane,winter,2019,3,9
Jackson Square,winter,2019,3,9
Union St,winter,2019,3,12
Dey St,winter,2019,3,17
Riverview Park,winter,2019,3,18
Lafayette Park,winter,2019,3,26
Glenwood Ave,winter,2019,3,27
Lincoln Park,winter,2019,3,28
5 Corners Library,winter,2019,3,29
Christ Hospital,winter,2019,3,30
Leonard Gordon Park,winter,2019,3,32
Heights Elevator,winter,2019,3,33
Bergen Ave,winter,2019,3,36
Hilltop,winter,2019,3,36
Fairmount Ave,winter,2019,3,39
York St,winter,2019,3,47
Baldwin at Montgomery,winter,2019,3,54
Astor Place,winter,2019,3,56
Montgomery St,winter,2019,3,56
Liberty Light Rail,winter,2019,3,60
Morris Canal,winter,2019,3,64
Grand St,winter,2019,3,67
JC Medical Center,winter,2019,3,69
Oakland Ave,winter,2019,3,70
Pershing Field,winter,2019,3,71
Washington St,winter,2019,3,78
Essex Light Rail,winter,2019,3,83
Dixon Mills,winter,2019,3,84
Warren St,winter,2019,3,88
Manila & 1st,winter,2019,3,89
McGinley Square,winter,2019,3,93
Paulus Hook,winter,2019,3,93
Jersey & 6th St,winter,2019,3,104
Columbus Drive,winter,2019,3,107
Journal Square,winter,2019,3,109
Newport Pkwy,winter,2019,3,109
Brunswick St,winter,2019,3,117
Van Vorst Park,winter,2019,3,117
City Hall,winter,2019,3,121
Jersey & 3rd,winter,2019,3,121
Marin Light Rail,winter,2019,3,121
Brunswick & 6th,winter,2019,3,122
Monmouth and 6th,winter,2019,3,122
Newark Ave,winter,2019,3,134
Harborside,winter,2019,3,182
Exchange Place,winter,2019,3,194
Newport PATH,winter,2019,3,198
Hamilton Park,winter,2019,3,252
Sip Ave,winter,2019,3,258
Grove St PATH,winter,2019,3,660
Jackson Square,winter,2019,4,4
Communipaw & Berry Lane,winter,2019,4,5
Union St,winter,2019,4,5
Dey St,winter,2019,4,7
Riverview Park,winter,2019,4,13
Lafayette Park,winter,2019,4,18
Heights Elevator,winter,2019,4,20
5 Corners Library,winter,2019,4,21
Glenwood Ave,winter,2019,4,25
Leonard Gordon Park,winter,2019,4,26
Lincoln Park,winter,2019,4,26
Christ Hospital,winter,2019,4,27
York St,winter,2019,4,30
Bergen Ave,winter,2019,4,32
Fairmount Ave,winter,2019,4,35
Hilltop,winter,2019,4,38
Liberty Light Rail,winter,2019,4,47
Baldwin at Montgomery,winter,2019,4,49
Essex Light Rail,winter,2019,4,50
Montgomery St,winter,2019,4,51
Astor Place,winter,2019,4,53
McGinley Square,winter,2019,4,55
Oakland Ave,winter,2019,4,55
JC Medical Center,winter,2019,4,61
Paulus Hook,winter,2019,4,61
Grand St,winter,2019,4,63
Van Vorst Park,winter,2019,4,68
Washington St,winter,2019,4,68
Manila & 1st,winter,2019,4,72
Dixon Mills,winter,2019,4,75
Morris Canal,winter,2019,4,77
Pershing Field,winter,2019,4,77
Columbus Drive,winter,2019,4,80
Brunswick & 6th,winter,2019,4,81
Warren St,winter,2019,4,82
Jersey & 6th St,winter,2019,4,83
Journal Square,winter,2019,4,83
Monmouth and 6th,winter,2019,4,88
Brunswick St,winter,2019,4,96
Newport Pkwy,winter,2019,4,99
City Hall,winter,2019,4,103
Marin Light Rail,winter,2019,4,107
Jersey & 3rd,winter,2019,4,115
Newark Ave,winter,2019,4,119
Harborside,winter,2019,4,156
Hamilton Park,winter,2019,4,174
Exchange Place,winter,2019,4,176
Newport PATH,winter,2019,4,188
Sip Ave,winter,2019,4,219
Grove St PATH,winter,2019,4,534
Jackson Square,winter,2019,5,2
Union St,winter,2019,5,8
Communipaw & Berry Lane,winter,2019,5,10
Dey St,winter,2019,5,10
Riverview Park,winter,2019,5,10
5 Corners Library,winter,2019,5,16
Glenwood Ave,winter,2019,5,19
Heights Elevator,winter,2019,5,19
Christ Hospital,winter,2019,5,21
Leonard Gordon Park,winter,2019,5,21
Lafayette Park,winter,2019,5,22
Lincoln Park,winter,2019,5,25
Hilltop,winter,2019,5,26
Fairmount Ave,winter,2019,5,27
Baldwin at Montgomery,winter,2019,5,36
Bergen Ave,winter,2019,5,37
Washington St,winter,2019,5,38
Astor Place,winter,2019,5,39
York St,winter,2019,5,44
Montgomery St,winter,2019,5,50
Pershing Field,winter,2019,5,52
JC Medical Center,winter,2019,5,54
Liberty Light Rail,winter,2019,5,54
Essex Light Rail,winter,2019,5,56
Oakland Ave,winter,2019,5,60
Grand St,winter,2019,5,62
Manila & 1st,winter,2019,5,63
McGinley Square,winter,2019,5,65
Warren St,winter,2019,5,71
Newport Pkwy,winter,2019,5,73
Journal Square,winter,2019,5,76
Monmouth and 6th,winter,2019,5,78
Dixon Mills,winter,2019,5,80
Van Vorst Park,winter,2019,5,81
Paulus Hook,winter,2019,5,84
Jersey & 6th St,winter,2019,5,89
Morris Canal,winter,2019,5,89
Columbus Drive,winter,2019,5,91
Marin Light Rail,winter,2019,5,95
Brunswick & 6th,winter,2019,5,97
Newark Ave,winter,2019,5,98
Brunswick St,winter,2019,5,103
City Hall,winter,2019,5,103
Jersey & 3rd,winter,2019,5,123
Exchange Place,winter,2019,5,130
Harborside,winter,2019,5,144
Newport PATH,winter,2019,5,158
Hamilton Park,winter,2019,5,205
Sip Ave,winter,2019,5,226
Grove St PATH,winter,2019,5,489
JCBS Depot,winter,2019,6,3
Union St,winter,2019,6,4
Jackson Square,winter,2019,6,9
Communipaw & Berry Lane,winter,2019,6,13
Dey St,winter,2019,6,15
Riverview Park,winter,2019,6,22
Glenwood Ave,winter,2019,6,26
Lafayette Park,winter,2019,6,28
Christ Hospital,winter,2019,6,31
5 Corners Library,winter,2019,6,33
Heights Elevator,winter,2019,6,36
Hilltop,winter,2019,6,39
Fairmount Ave,winter,2019,6,41
Leonard Gordon Park,winter,2019,6,42
Lincoln Park,winter,2019,6,43
York St,winter,2019,6,46
Astor Place,winter,2019,6,47
Bergen Ave,winter,2019,6,52
Baldwin at Montgomery,winter,2019,6,63
Grand St,winter,2019,6,74
Pershing Field,winter,2019,6,74
JC Medical Center,winter,2019,6,77
Montgomery St,winter,2019,6,80
Oakland Ave,winter,2019,6,80
Manila & 1st,winter,2019,6,84
McGinley Square,winter,2019,6,86
Essex Light Rail,winter,2019,6,90
Liberty Light Rail,winter,2019,6,96
Newport Pkwy,winter,2019,6,103
Washington St,winter,2019,6,104
Dixon Mills,winter,2019,6,105
Morris Canal,winter,2019,6,108
Warren St,winter,2019,6,109
Paulus Hook,winter,2019,6,117
Monmouth and 6th,winter,2019,6,120
City Hall,winter,2019,6,122
Journal Square,winter,2019,6,124
Marin Light Rail,winter,2019,6,124
Brunswick St,winter,2019,6,125
Jersey & 6th St,winter,2019,6,128
Van Vorst Park,winter,2019,6,129
Brunswick & 6th,winter,2019,6,133
Columbus Drive,winter,2019,6,134
Jersey & 3rd,winter,2019,6,140
Newark Ave,winter,2019,6,146
Harborside,winter,2019,6,196
Newport PATH,winter,2019,6,214
Exchange Place,winter,2019,6,230
Hamilton Park,winter,2019,6,283
Sip Ave,winter,2019,6,300
